timestamp,name,symbol,price_usd,vol_24h,total_vol,chg_24h,chg_7d,market_cap
2026-02-02 14:48:15,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,+nan%,-2.53%,"$14,884,795,003"
2026-02-02 14:03:24,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,+nan%,-2.53%,"$14,884,795,003"
2026-02-02 13:05:05,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,+nan%,-2.53%,"$14,884,795,003"
2026-02-02 12:01:32,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,+nan%,-2.53%,"$14,884,795,003"
2026-02-02 11:05:54,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,+nan%,-2.53%,"$14,884,795,003"
2026-02-02 10:37:07,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,+nan%,-2.53%,"$14,884,795,003"
2026-02-02 09:42:59,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,+nan%,-2.53%,"$14,884,795,003"
2026-02-01 02:53:11,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,-3.97%,-2.53%,"$14,891,974,534"
2026-02-01 02:34:42,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,-3.97%,-2.53%,"$14,891,974,534"
2026-02-01 02:11:08,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,-3.97%,-2.53%,"$14,891,974,534"
2026-02-01 01:55:12,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,-3.97%,-2.53%,"$14,891,974,534"
2026-02-01 01:37:58,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,-3.92%,-2.53%,"$14,891,974,534"
2026-01-31 21:15:51,Figure Heloc,figr_heloc,$1.00,"$9,734,318.00",0.00%,-3.29%,-0.08%,"$14,972,626,490"
2026-02-01 15:38:43,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,-2.04%,-2.53%,"$14,891,974,534"
2026-02-06 23:55:21,Figure Heloc,figr_heloc,$1.03,"$12,977,208.00",0.00%,+3.22%,-0.36%,"$15,505,120,012"
2026-02-06 23:20:08,Figure Heloc,figr_heloc,$1.03,"$12,684,394.00",0.00%,+3.29%,-0.30%,"$15,516,553,796"
2026-02-06 22:47:47,Figure Heloc,figr_heloc,$1.03,"$11,963,133.00",0.00%,+3.33%,-0.21%,"$15,523,312,099"
2026-02-06 22:06:16,Figure Heloc,figr_heloc,$1.03,"$13,847,550.00",0.00%,+3.13%,-0.41%,"$15,492,638,068"
2026-02-06 21:03:27,Figure Heloc,figr_heloc,$1.03,"$20,343,660.00",0.00%,+3.30%,-0.48%,"$15,513,175,394"
2026-02-06 20:25:48,Figure Heloc,figr_heloc,$1.03,"$22,518,032.00",0.00%,+3.25%,-0.53%,"$15,505,033,040"
2026-02-06 19:31:00,Figure Heloc,figr_heloc,$1.03,"$12,744,660.00",0.00%,+2.99%,-0.77%,"$15,467,860,121"
2026-02-06 18:55:41,Figure Heloc,figr_heloc,$1.03,"$12,744,660.00",0.00%,+2.96%,-0.77%,"$15,467,860,121"
2026-02-06 18:05:52,Figure Heloc,figr_heloc,$1.03,"$12,744,660.00",0.00%,+2.96%,-0.77%,"$15,467,860,121"
2026-02-06 17:25:56,Figure Heloc,figr_heloc,$1.03,"$12,744,660.00",0.00%,+2.96%,-0.93%,"$15,463,108,812"
2026-02-06 16:41:24,Figure Heloc,figr_heloc,$1.03,"$13,217,884.00",0.00%,+2.91%,-0.98%,"$15,456,459,017"
2026-02-06 15:30:15,Figure Heloc,figr_heloc,$1.03,"$13,217,884.00",0.00%,+2.91%,-0.98%,"$15,456,459,017"
2026-02-06 14:51:45,Figure Heloc,figr_heloc,$1.03,"$13,217,884.00",0.00%,+2.91%,-0.98%,"$15,456,459,017"
2026-02-06 14:19:50,Figure Heloc,figr_heloc,$1.03,"$13,217,884.00",0.00%,+2.91%,-0.98%,"$15,456,459,017"
2026-02-06 12:59:20,Figure Heloc,figr_heloc,$1.03,"$13,217,884.00",0.00%,+2.91%,-0.98%,"$15,456,459,017"
2026-02-06 12:07:17,Figure Heloc,figr_heloc,$1.03,"$13,217,884.00",0.00%,+2.91%,-0.98%,"$15,456,459,017"
2026-02-06 11:27:37,Figure Heloc,figr_heloc,$1.03,"$13,217,884.00",0.00%,+2.91%,-0.98%,"$15,456,459,017"
2026-02-06 10:54:11,Figure Heloc,figr_heloc,$1.03,"$13,217,884.00",0.00%,+2.91%,-0.98%,"$15,456,459,017"
2026-02-06 10:11:21,Figure Heloc,figr_heloc,$1.03,"$13,217,884.00",0.00%,+2.91%,-0.98%,"$15,456,459,017"
2026-02-06 09:06:12,Figure Heloc,figr_heloc,$1.03,"$13,217,884.00",0.00%,+2.91%,-0.98%,"$15,456,459,017"
2026-02-06 08:02:25,Figure Heloc,figr_heloc,$1.03,"$13,217,884.00",0.00%,+2.91%,-0.98%,"$15,456,459,017"
2026-02-06 06:29:09,Figure Heloc,figr_heloc,$1.03,"$13,217,884.00",0.00%,+2.91%,-0.98%,"$15,456,459,017"
2026-02-06 03:58:13,Figure Heloc,figr_heloc,$1.03,"$13,217,884.00",0.00%,+2.91%,-0.63%,"$15,456,459,017"
2026-02-03 19:12:16,Figure Heloc,figr_heloc,$1.03,"$7,673,179.00",0.00%,+1.36%,+0.23%,"$15,450,349,139"
2026-02-03 18:30:27,Figure Heloc,figr_heloc,$1.03,"$7,673,179.00",0.00%,+1.36%,+0.23%,"$15,450,349,139"
2026-02-03 17:36:36,Figure Heloc,figr_heloc,$1.03,"$7,673,179.00",0.00%,+1.36%,+0.23%,"$15,450,349,139"
2026-02-03 16:47:45,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 15:30:37,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 14:53:24,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 14:20:06,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 13:35:06,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 12:58:09,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 12:02:24,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 11:24:01,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 10:52:50,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 10:08:12,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 09:04:11,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 08:06:38,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 06:42:03,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 04:02:46,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 02:48:54,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-03 02:16:45,Figure Heloc,figr_heloc,$1.03,"$8,262,746.00",0.00%,+1.26%,+0.13%,"$15,361,302,253"
2026-02-02 21:32:27,Figure Heloc,figr_heloc,$1.03,"$7,066,726.00",0.00%,+1.52%,+2.56%,"$15,400,475,663"
2026-01-26 21:57:29,Figure Heloc,figr_heloc,$1.03,"$3,822,049.00",0.00%,+1.39%,+3.42%,"$15,287,453,078"
2026-01-26 21:18:54,Figure Heloc,figr_heloc,$1.03,"$3,363,131.00",0.00%,+1.31%,+3.33%,"$15,275,056,767"
2026-02-10 17:05:28,Figure Heloc,figr_heloc,$1.03,"$9,330,142.00",0.00%,+1.39%,+0.05%,"$15,514,401,371"
2026-02-09 20:09:56,Figure Heloc,figr_heloc,$1.02,"$408,000.00",0.00%,+0.00%,-1.50%,"$15,301,861,515"
2026-02-09 19:10:03,Figure Heloc,figr_heloc,$1.02,"$408,000.00",0.00%,+0.00%,+0.02%,"$15,301,861,515"
2026-02-09 18:09:43,Figure Heloc,figr_heloc,$1.02,"$408,000.00",0.00%,+0.00%,+0.02%,"$15,301,861,515"
2026-02-09 17:01:14,Figure Heloc,figr_heloc,$1.02,"$408,000.00",0.00%,+0.00%,+2.00%,"$15,305,050,229"
2026-02-09 10:40:49,Figure Heloc,figr_heloc,$1.03,"$4,960,302.00",0.00%,+0.00%,+3.30%,"$15,500,414,694"
2026-02-09 09:39:20,Figure Heloc,figr_heloc,$1.03,"$4,960,302.00",0.00%,+0.00%,+3.30%,"$15,500,414,694"
2026-02-09 08:22:55,Figure Heloc,figr_heloc,$1.03,"$4,960,302.00",0.00%,+0.00%,+3.30%,"$15,500,414,694"
2026-02-09 06:50:39,Figure Heloc,figr_heloc,$1.03,"$4,960,302.00",0.00%,+0.00%,+3.30%,"$15,500,414,694"
2026-02-09 04:04:07,Figure Heloc,figr_heloc,$1.03,"$4,960,302.00",0.00%,+0.00%,+3.30%,"$15,500,414,694"
2026-02-02 17:25:34,Figure Heloc,figr_heloc,$1.02,"$589,567.00",0.00%,+0.00%,-0.61%,"$15,178,817,336"
2026-01-26 19:57:36,Figure Heloc,figr_heloc,$1.02,"$287,218.00",0.00%,+0.00%,+2.00%,"$15,077,793,405"
2026-01-26 19:18:46,Figure Heloc,figr_heloc,$1.02,"$287,218.00",0.00%,+0.00%,+2.00%,"$15,077,793,405"
2026-01-26 18:49:37,Figure Heloc,figr_heloc,$1.02,"$287,218.00",0.00%,+0.00%,+2.00%,"$15,077,793,405"
2026-01-26 18:17:54,Figure Heloc,figr_heloc,$1.02,"$229,591.00",0.00%,+0.00%,+2.00%,"$15,077,793,405"
2026-01-26 17:52:14,Figure Heloc,figr_heloc,$1.02,"$229,591.00",0.00%,+0.00%,+2.00%,"$15,077,793,405"
2026-01-26 17:18:31,Figure Heloc,figr_heloc,$1.02,"$229,591.00",0.00%,+0.00%,+2.00%,"$15,077,793,405"
2026-01-26 16:54:46,Figure Heloc,figr_heloc,$1.02,"$229,591.00",0.00%,+0.00%,+2.00%,"$15,077,793,405"
2026-02-02 19:23:19,Figure Heloc,figr_heloc,$1.02,"$589,567.00",0.00%,+0.00%,-0.02%,"$15,169,442,689"
2026-02-02 18:50:36,Figure Heloc,figr_heloc,$1.02,"$589,567.00",0.00%,+0.00%,-0.02%,"$15,169,442,689"
2026-02-02 18:05:43,Figure Heloc,figr_heloc,$1.02,"$589,567.00",0.00%,+0.00%,-0.02%,"$15,169,442,689"
2026-02-02 08:40:51,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,+0.00%,-2.53%,"$14,884,795,003"
2026-02-02 07:11:27,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,+0.00%,-2.53%,"$14,884,795,003"
2026-02-02 04:45:37,Figure Heloc,figr_heloc,$1.00,"$235,362.00",0.00%,+0.00%,-2.53%,"$14,884,795,003"
2026-02-14 16:15:30,HTX DAO,htx,$0.00,"$4,092,783.00",0.00%,+0.98%,+5.56%,"$1,572,684,466"
2026-02-10 19:35:11,HTX DAO,htx,$0.00,"$8,270,206.00",0.00%,+0.27%,-4.07%,"$1,532,589,497"
2026-02-10 09:47:17,HTX DAO,htx,$0.00,"$9,238,904.00",0.00%,-0.17%,-4.11%,"$1,528,204,919"
2026-02-08 23:44:45,HTX DAO,htx,$0.00,"$6,685,716.00",0.00%,+1.47%,-3.38%,"$1,534,695,787"
2026-02-08 14:13:27,HTX DAO,htx,$0.00,"$10,057,781.00",0.00%,+2.81%,-4.55%,"$1,522,192,824"
2026-02-08 01:46:43,HTX DAO,htx,$0.00,"$4,370,917.00",0.00%,+0.81%,-3.98%,"$1,512,209,359"
2026-02-08 01:13:40,HTX DAO,htx,$0.00,"$4,427,160.00",0.00%,+0.83%,-3.99%,"$1,511,321,739"
2026-02-08 00:47:06,HTX DAO,htx,$0.00,"$4,464,694.00",0.00%,+1.10%,-4.00%,"$1,511,796,815"
2026-02-08 00:26:04,HTX DAO,htx,$0.00,"$4,501,977.00",0.00%,+1.12%,-4.16%,"$1,509,339,566"
2026-02-07 23:59:51,HTX DAO,htx,$0.00,"$4,524,217.00",0.00%,+1.36%,-4.02%,"$1,511,523,407"
2026-02-07 23:44:14,HTX DAO,htx,$0.00,"$4,557,012.00",0.00%,+1.31%,-3.97%,"$1,509,376,200"
2026-02-07 23:13:09,HTX DAO,htx,$0.00,"$4,531,491.00",0.00%,+1.09%,-4.21%,"$1,507,890,546"
2026-02-07 22:53:04,HTX DAO,htx,$0.00,"$4,540,886.00",0.00%,+1.02%,-3.71%,"$1,507,697,163"
2026-02-07 22:42:15,HTX DAO,htx,$0.00,"$4,570,824.00",0.00%,+1.25%,-3.70%,"$1,507,841,039"
2026-02-07 22:19:14,HTX DAO,htx,$0.00,"$4,618,453.00",0.00%,+1.56%,-3.67%,"$1,507,184,052"
2026-02-07 21:57:20,HTX DAO,htx,$0.00,"$4,636,092.00",0.00%,+1.45%,-4.49%,"$1,509,500,327"
2026-02-07 21:18:07,HTX DAO,htx,$0.00,"$4,749,581.00",0.00%,+1.37%,-4.79%,"$1,505,117,963"
2026-02-07 20:48:10,HTX DAO,htx,$0.00,"$4,735,861.00",0.00%,+1.67%,-5.14%,"$1,501,662,503"
2026-02-07 20:16:35,HTX DAO,htx,$0.00,"$4,784,011.00",0.00%,+1.29%,-5.40%,"$1,498,438,544"
2026-02-07 19:49:16,HTX DAO,htx,$0.00,"$4,856,916.00",0.00%,+1.21%,-6.03%,"$1,498,085,720"
2026-02-07 19:15:10,HTX DAO,htx,$0.00,"$4,838,930.00",0.00%,+1.53%,-5.88%,"$1,498,999,343"
2026-02-07 18:54:57,HTX DAO,htx,$0.00,"$4,770,083.00",0.00%,+1.55%,-6.01%,"$1,498,901,883"
2026-02-07 18:40:13,HTX DAO,htx,$0.00,"$4,774,507.00",0.00%,+1.39%,-6.13%,"$1,497,040,908"
2026-02-07 18:13:53,HTX DAO,htx,$0.00,"$4,820,128.00",0.00%,+1.28%,-6.40%,"$1,493,289,675"
2026-02-07 17:15:27,HTX DAO,htx,$0.00,"$4,870,915.00",0.00%,+1.29%,-7.23%,"$1,491,802,966"
2026-02-07 11:17:41,HTX DAO,htx,$0.00,"$5,357,637.00",0.00%,+1.54%,-7.85%,"$1,492,757,056"
2026-02-07 10:55:54,HTX DAO,htx,$0.00,"$5,436,196.00",0.00%,+1.58%,-8.00%,"$1,492,624,603"
2026-02-07 02:45:37,HTX DAO,htx,$0.00,"$8,576,241.00",0.00%,+0.94%,-7.58%,"$1,500,985,857"
2026-02-07 02:19:02,HTX DAO,htx,$0.00,"$8,733,922.00",0.00%,-0.33%,-7.81%,"$1,497,622,350"
2026-02-07 01:57:31,HTX DAO,htx,$0.00,"$8,760,707.00",0.00%,+0.19%,-7.60%,"$1,500,177,344"
2026-02-07 01:42:25,HTX DAO,htx,$0.00,"$8,817,343.00",0.00%,+0.42%,-7.66%,"$1,496,908,039"
2026-02-07 01:11:05,HTX DAO,htx,$0.00,"$9,063,192.00",0.00%,+0.46%,-7.66%,"$1,499,532,787"
2026-02-07 00:49:56,HTX DAO,htx,$0.00,"$9,149,843.00",0.00%,-0.17%,-7.93%,"$1,494,332,722"
2026-02-06 12:07:17,HTX DAO,htx,$0.00,"$9,646,253.00",0.00%,-7.56%,-8.90%,"$1,468,366,154"
2026-02-06 11:27:37,HTX DAO,htx,$0.00,"$9,555,593.00",0.00%,-7.55%,-8.96%,"$1,468,300,266"
2026-02-06 10:54:11,HTX DAO,htx,$0.00,"$9,379,590.00",0.00%,-7.51%,-8.95%,"$1,469,907,069"
2026-02-06 10:11:21,HTX DAO,htx,$0.00,"$9,267,402.00",0.00%,-7.31%,-8.92%,"$1,470,822,823"
2026-02-15 19:14:53,LEO Token,leo,$8.43,"$918,111.00",0.00%,-2.72%,+2.07%,"$7,769,378,106"
2026-02-15 18:55:10,LEO Token,leo,$8.44,"$917,555.00",0.00%,-2.72%,+1.98%,"$7,772,764,104"
2026-02-15 18:40:50,LEO Token,leo,$8.43,"$917,761.00",0.00%,-2.69%,+1.95%,"$7,770,406,456"
2026-02-15 18:14:38,LEO Token,leo,$8.43,"$917,763.00",0.00%,-2.71%,+1.94%,"$7,770,472,694"
2026-02-15 17:50:21,LEO Token,leo,$8.43,"$917,013.00",0.00%,-2.78%,+2.03%,"$7,768,560,876"
2026-02-15 17:23:06,LEO Token,leo,$8.42,"$915,572.00",0.00%,-2.88%,+1.94%,"$7,757,220,081"
2026-02-15 16:58:20,LEO Token,leo,$8.40,"$912,432.00",0.00%,-3.03%,+0.69%,"$7,743,166,017"
2026-02-15 16:24:36,LEO Token,leo,$8.40,"$914,919.00",0.00%,-3.16%,+0.67%,"$7,741,717,890"
2026-02-15 15:21:56,LEO Token,leo,$8.40,"$994,920.00",0.00%,-2.40%,+2.67%,"$7,743,129,212"
2026-02-15 14:52:53,LEO Token,leo,$8.40,"$1,045,819.00",0.00%,-2.17%,+2.67%,"$7,741,451,113"
2026-02-15 14:35:30,LEO Token,leo,$8.40,"$1,056,746.00",0.00%,-2.10%,+2.65%,"$7,741,795,461"
2026-02-15 14:13:24,LEO Token,leo,$8.40,"$1,058,105.00",0.00%,-2.08%,+2.62%,"$7,740,173,127"
2026-02-15 13:47:14,LEO Token,leo,$8.40,"$1,054,804.00",0.00%,-2.12%,+2.47%,"$7,742,991,947"
2026-02-15 13:14:32,LEO Token,leo,$8.40,"$1,053,737.00",0.00%,-2.05%,+2.45%,"$7,741,074,828"
2026-02-15 12:51:55,LEO Token,leo,$8.40,"$1,053,556.00",0.00%,-2.07%,+2.46%,"$7,742,255,220"
2026-02-15 12:19:56,LEO Token,leo,$8.40,"$1,055,720.00",0.00%,-2.09%,+2.43%,"$7,740,136,874"
2026-02-15 11:54:48,LEO Token,leo,$8.40,"$1,055,741.00",0.00%,-2.15%,+6.71%,"$7,742,313,178"
2026-02-15 11:18:42,LEO Token,leo,$8.41,"$1,049,958.00",0.00%,-1.96%,+6.80%,"$7,748,908,415"
2026-02-15 10:47:48,LEO Token,leo,$8.41,"$1,046,753.00",0.00%,-1.97%,+6.81%,"$7,749,671,207"
2026-02-15 10:05:33,LEO Token,leo,$8.40,"$1,044,765.00",0.00%,-2.10%,+6.71%,"$7,741,838,540"
2026-02-15 09:11:03,LEO Token,leo,$8.39,"$1,041,919.00",0.00%,-2.30%,+6.83%,"$7,694,116,105"
2026-02-15 08:17:25,LEO Token,leo,$8.26,"$851,556.00",0.00%,-3.73%,+5.32%,"$7,612,771,660"
2026-02-15 06:58:26,LEO Token,leo,$8.47,"$811,122.00",0.00%,-1.19%,+7.92%,"$7,801,763,520"
2026-02-15 04:20:29,LEO Token,leo,$8.68,"$502,019.00",0.00%,+2.80%,+11.22%,"$7,998,291,009"
2026-02-15 02:56:38,LEO Token,leo,$8.66,"$506,751.00",0.00%,+2.79%,+10.74%,"$7,985,005,388"
2026-02-15 02:44:03,LEO Token,leo,$8.66,"$506,454.00",0.00%,+2.79%,+10.75%,"$7,985,796,978"
2026-02-15 02:19:20,LEO Token,leo,$8.66,"$506,487.00",0.00%,+2.79%,+10.73%,"$7,983,646,111"
2026-02-15 01:58:07,LEO Token,leo,$8.67,"$506,195.00",0.00%,+2.80%,+10.69%,"$7,983,989,822"
2026-02-15 01:42:53,LEO Token,leo,$8.67,"$506,653.00",0.00%,+2.83%,+10.72%,"$7,985,384,222"
2026-02-15 01:13:01,LEO Token,leo,$8.68,"$420,475.00",0.00%,+3.01%,+10.86%,"$7,995,951,749"
2026-02-15 00:56:05,LEO Token,leo,$8.68,"$423,067.00",0.00%,+2.88%,+11.64%,"$7,995,471,044"
2026-02-15 00:43:41,LEO Token,leo,$8.67,"$442,105.00",0.00%,+2.99%,+11.62%,"$7,991,855,804"
2026-02-15 00:18:05,LEO Token,leo,$8.68,"$442,093.00",0.00%,+3.02%,+11.66%,"$7,995,731,385"
2026-02-14 23:57:32,LEO Token,leo,$8.67,"$443,134.00",0.00%,+2.98%,+11.58%,"$7,991,159,858"
2026-02-14 23:42:08,LEO Token,leo,$8.68,"$443,076.00",0.00%,+2.94%,+11.65%,"$7,996,285,535"
2026-02-14 23:12:55,LEO Token,leo,$8.68,"$443,503.00",0.00%,+2.91%,+11.63%,"$7,994,817,793"
2026-02-14 22:52:43,LEO Token,leo,$8.67,"$444,008.00",0.00%,+2.87%,+11.68%,"$7,991,571,892"
2026-02-14 22:41:46,LEO Token,leo,$8.68,"$443,972.00",0.00%,+2.96%,+11.73%,"$7,994,320,751"
2026-02-14 22:18:04,LEO Token,leo,$8.68,"$444,342.00",0.00%,+2.97%,+11.75%,"$7,992,767,492"
2026-02-14 21:57:00,LEO Token,leo,$8.68,"$446,156.00",0.00%,+2.92%,+11.70%,"$7,991,829,342"
2026-02-14 21:17:13,LEO Token,leo,$8.67,"$447,565.00",0.00%,+2.84%,+11.66%,"$7,987,474,145"
2026-02-14 20:47:33,LEO Token,leo,$8.67,"$448,386.00",0.00%,+2.83%,+10.97%,"$7,986,012,923"
2026-02-14 20:16:09,LEO Token,leo,$8.67,"$451,502.00",0.00%,+2.85%,+10.98%,"$7,986,508,576"
2026-02-14 19:53:01,LEO Token,leo,$8.67,"$453,044.00",0.00%,+3.07%,+11.48%,"$7,985,755,878"
2026-02-14 19:18:25,LEO Token,leo,$8.66,"$461,922.00",0.00%,+3.00%,+11.41%,"$7,987,522,624"
2026-02-14 18:56:28,LEO Token,leo,$8.67,"$466,383.00",0.00%,+3.25%,+11.68%,"$7,989,892,422"
2026-02-14 18:41:51,LEO Token,leo,$8.67,"$472,725.00",0.00%,+3.24%,+11.62%,"$7,985,466,141"
2026-02-14 18:14:00,LEO Token,leo,$8.67,"$517,790.00",0.00%,+4.40%,+11.65%,"$7,988,041,866"
2026-02-14 17:49:48,LEO Token,leo,$8.67,"$525,807.00",0.00%,+4.45%,+11.14%,"$7,989,371,175"
2026-02-14 17:19:31,LEO Token,leo,$8.67,"$524,393.00",0.00%,+4.71%,+11.13%,"$7,987,847,695"
2026-02-14 16:56:59,LEO Token,leo,$8.67,"$523,166.00",0.00%,+4.71%,+11.13%,"$7,983,964,559"
2026-02-14 16:15:30,LEO Token,leo,$8.68,"$521,669.00",0.00%,+4.87%,+11.25%,"$7,981,322,366"
2026-02-14 15:21:11,LEO Token,leo,$8.61,"$490,819.00",0.00%,+4.01%,+12.92%,"$7,921,143,458"
2026-02-14 14:53:03,LEO Token,leo,$8.59,"$385,746.00",0.00%,+3.78%,+12.77%,"$7,915,073,057"
2026-02-14 14:34:54,LEO Token,leo,$8.58,"$374,015.00",0.00%,+3.75%,+12.69%,"$7,909,145,370"
2026-02-14 14:12:52,LEO Token,leo,$8.58,"$374,196.00",0.00%,+3.70%,+12.63%,"$7,911,902,118"
2026-02-14 13:46:55,LEO Token,leo,$8.59,"$375,033.00",0.00%,+3.75%,+10.98%,"$7,911,151,027"
2026-02-14 13:14:00,LEO Token,leo,$8.58,"$376,090.00",0.00%,+3.64%,+10.88%,"$7,904,044,689"
2026-02-14 12:51:25,LEO Token,leo,$8.58,"$375,933.00",0.00%,+3.67%,+9.06%,"$7,905,855,327"
2026-02-14 12:19:23,LEO Token,leo,$8.58,"$374,947.00",0.00%,+3.69%,+9.05%,"$7,904,458,972"
2026-02-14 11:54:16,LEO Token,leo,$8.59,"$377,056.00",0.00%,+3.85%,+8.63%,"$7,912,117,705"
2026-02-14 11:17:40,LEO Token,leo,$8.58,"$381,239.00",0.00%,+3.81%,+8.56%,"$7,904,089,504"
2026-02-14 10:46:06,LEO Token,leo,$8.58,"$424,317.00",0.00%,+4.55%,+6.17%,"$7,904,513,954"
2026-02-14 10:06:53,LEO Token,leo,$8.58,"$425,464.00",0.00%,+4.55%,+6.22%,"$7,908,437,438"
2026-02-14 09:24:30,LEO Token,leo,$8.59,"$427,294.00",0.00%,+4.49%,+6.08%,"$7,915,809,735"
2026-02-14 08:37:03,LEO Token,leo,$8.58,"$427,517.00",0.00%,+4.48%,+7.40%,"$7,909,541,111"
2026-02-14 07:55:46,LEO Token,leo,$8.58,"$441,548.00",0.00%,+4.42%,+4.32%,"$7,904,662,318"
2026-02-14 06:28:16,LEO Token,leo,$8.58,"$1,160,087.00",0.00%,+4.03%,+5.35%,"$7,902,964,504"
2026-02-14 04:00:16,LEO Token,leo,$8.45,"$2,487,689.00",0.00%,+1.22%,+7.78%,"$7,781,146,490"
2026-02-14 02:49:40,LEO Token,leo,$8.43,"$3,550,921.00",0.00%,+3.07%,+7.58%,"$7,766,305,555"
2026-02-14 02:24:00,LEO Token,leo,$8.43,"$3,670,837.00",0.00%,-0.30%,+7.57%,"$7,766,140,489"
2026-02-14 01:57:18,LEO Token,leo,$8.43,"$3,910,641.00",0.00%,+0.01%,+9.82%,"$7,766,272,707"
2026-02-14 01:20:42,LEO Token,leo,$8.43,"$3,927,780.00",0.00%,-1.21%,+9.78%,"$7,763,288,876"
2026-02-14 00:50:13,LEO Token,leo,$8.42,"$3,954,656.00",0.00%,-0.72%,+9.57%,"$7,759,364,389"
2026-02-14 00:01:23,LEO Token,leo,$8.42,"$3,955,456.00",0.00%,-0.66%,+7.39%,"$7,760,151,788"
2026-02-13 23:23:44,LEO Token,leo,$8.43,"$3,957,092.00",0.00%,-0.59%,+7.51%,"$7,768,727,156"
2026-02-13 22:51:43,LEO Token,leo,$8.43,"$3,958,849.00",0.00%,-0.57%,+9.72%,"$7,770,546,237"
2026-02-13 22:07:10,LEO Token,leo,$8.43,"$3,959,332.00",0.00%,-0.61%,+9.65%,"$7,766,223,416"
2026-02-13 21:01:59,LEO Token,leo,$8.43,"$3,963,108.00",0.00%,-0.68%,+15.83%,"$7,764,252,569"
2026-02-13 20:27:58,LEO Token,leo,$8.43,"$3,960,983.00",0.00%,-0.63%,+15.87%,"$7,765,252,323"
2026-02-13 19:37:52,LEO Token,leo,$8.41,"$3,966,124.00",0.00%,-0.87%,+15.96%,"$7,747,517,861"
2026-02-13 18:57:35,LEO Token,leo,$8.40,"$3,958,171.00",0.00%,-1.02%,+18.36%,"$7,737,048,934"
2026-02-13 18:06:47,LEO Token,leo,$8.30,"$3,888,682.00",0.00%,-2.18%,+17.03%,"$7,650,520,182"
2026-02-13 17:26:37,LEO Token,leo,$8.28,"$3,690,304.00",0.00%,-2.42%,+20.27%,"$7,625,275,929"
2026-02-13 16:34:31,LEO Token,leo,$8.28,"$3,884,281.00",0.00%,-2.24%,+21.50%,"$7,627,048,010"
2026-02-13 15:00:59,LEO Token,leo,$8.28,"$3,912,982.00",0.00%,-2.25%,+24.04%,"$7,626,735,944"
2026-02-13 14:44:50,LEO Token,leo,$8.27,"$3,893,672.00",0.00%,-2.28%,+23.98%,"$7,622,973,077"
2026-02-13 14:06:02,LEO Token,leo,$8.28,"$3,915,189.00",0.00%,-2.14%,+24.02%,"$7,625,637,462"
2026-02-13 13:24:55,LEO Token,leo,$8.28,"$3,915,162.00",0.00%,-2.12%,+24.04%,"$7,626,525,836"
